nom_commune,codes_postaux,code_insee,latitude,longitude
La Gaudaine,28400,28175,48.3,0.933333
La Loupe,28240,28214,48.466667,1.016667
Landelles,28190,28203,48.466667,1.2
Les Autels-Villevillon,28330,28016,48.166667,1
Les Corvées-les-Yys,28240,28109,48.35,1.15
Les Etilleux,28330,28144,48.233333,0.816667
Le Thieulin,28240,28385,48.4,1.133333
Lèves,28300,28209,48.466667,1.483333
Lucé,28110,28218,48.433333,1.466667
Luigny,28420,28219,48.233333,1.033333
Luplanté,28360,28222,48.3,1.4
Magny,28120,28225,48.35,1.266667
Mainvilliers,28300,28229,48.45,1.466667
Manou,28240,28232,48.516667,0.983333
Marchéville,28120,28234,48.366667,1.25
Margon,28400,28236,48.333333,0.833333
Marolles-les-Buis,28400,28237,48.366667,0.933333
Meaucé,28240,28240,48.483333,1
Méréglise,28120,28242,48.283333,1.183333
Meslay-le-Grenet,28120,28245,48.366667,1.383333
Miermaigne,28420,28252,48.25,0.983333
Mittainvilliers,28190,28254,48.5,1.316667
Montigny-le-Chartif,28120,28261,48.283333,1.166667
Montireau,28240,28264,48.4,1.033333
Montlandon,28240,28265,48.383333,1.016667
Moulhard,28160,28273,48.2,1.05
Nogent-le-Rotrou,28400,28280,48.316667,0.833333
Nogent-sur-Eure,28120,28281,48.383333,1.366667
Nonvilliers-Grandhoux,28120,28282,48.35,1.183333
Ollé,28120,28286,48.383333,1.3
Orrouer,28190,28290,48.416667,1.283333
Pontgouin,28190,28302,48.483333,1.166667
Saint-Arnoult-des-Bois,28190,28324,48.483333,1.266667
Saint-Aubin-des-Bois,28300,28325,48.466667,1.366667
Saint-Denis-d'Authou,28480,28331,48.35,0.983333
Saint-Denis-des-Puits,28240,28333,48.4,1.183333
Saint-Eliph,28240,28335,48.45,1.016667
Saint-Eman,28120,28336,48.316667,1.216667
Saint-Georges-sur-Eure,28190,28337,48.416667,1.366667
Saint-Germain-le-Gaillard,28190,28339,48.416667,1.266667
Saint-Jean-Pierre-Fixte,28400,28342,48.283333,0.833333
Saint-Luperce,28190,28350,48.433333,1.316667
Saint-Maurice-Saint-Germain,28240,28354,48.5,1.083333
Saint-Victor-de-Buthon,28240,28362,48.4,0.966667
Sandarville,28120,28365,48.35,1.35
Soizé,28330,28376,48.166667,0.883333
Souancé-au-Perche,28400,28378,48.266667,0.866667
Thiron Gardais,28480,28387,48.316667,0.983333
Trizay-Coutretot-Saint-Serge,28400,28395,48.283333,0.866667
Vaupillon,28240,28401,48.466667,1
Vérigny,28190,28402,48.516667,1.316667
Vichères,28420,28407,48.266667,0.916667
Allonnes,28150,28004,48.333333,1.666667
Alluyes,28800,28005,48.233333,1.366667
Ardelu,28700,28009,48.35,1.916667
Arrou,28290,28012,48.1,1.116667
Aunay-sous-Auneau,28700,28013,48.433333,1.816667
Auneau,28700,28015,48.45,1.766667
Autheuil,28220,28017,48,1.283333
Baigneaux,28140,28019,48.333333,1.616667
Baignolet,28150,28020,48.166667,1.616667
Barmainville,28310,28025,48.266667,1.966667
Bazoches-en-Dunois,28140,28028,48.1,1.566667
Bazoches-les-Hautes,28140,28029,48.15,1.8
Béville-le-Comte,28700,28039,48.433333,1.716667
Boisville-la-Saint-Père,28150,28047,48.333333,1.7
Boncé,28150,28049,48.3,1.5
Bonneval,28800,28051,48.183333,1.4
Bouville,28800,28057,48.266667,1.383333
Brou,28160,28061,48.216667,1.183333
Bullainville,28800,28065,48.166667,1.516667
Bullou,28160,28066,48.233333,1.25
Charray,28220,28083,47.966667,1.333333
Châteaudun,28200,28088,48.083333,1.333333
Châtenay,28700,28092,48.358333,1.883333
Châtillon-en-Dunois,28290,28093,48.116667,1.183333
Civry,28200,28101,48.083333,1.483333
Cloyes-sur-le-Loir,28220,28103,48,1.233333
Conie-Molitard,28200,28106,48.116667,1.45
Cormainville,28140,28108,48.133333,1.6
Courbehaye,28140,28114,48.15,1.6
Courtalain,28290,28115,48.083333,1.15
Dambron,28140,28121,48.116667,1.866667
Dampierre-sous-Brou,28160,28123,48.216667,1.116667
Dancy,28800,28126,48.15,1.466667
Dangeau,28160,28127,48.2,1.283333
Denonville,28700,28129,48.383333,1.816667
Donnemain-Saint-Mamès,28200,28132,48.1,1.366667
Douy,28220,28133,48.033333,1.266667
Fains-la-Folie,28150,28145,48.216667,1.65
Flacey,28800,28153,48.15,1.35
Fontenay-sur-Conie,28140,28157,48.166667,1.666667
Francourville,28700,28160,48.4,1.666667
Fresnay-l'Evêque,28310,28164,48.266667,1.816667
Garancières-en-Beauce,28700,28169,48.433333,1.916667
Germignonville,28140,28179,48.183333,1.733333
Gohory,28160,28182,48.166667,1.233333
Gommerville,28310,28183,48.35,1.95
Gouillons,28310,28184,48.35,1.833333
Guilleville,28310,28189,48.216667,1.816667
Houville-la-Branche,28700,28194,48.45,1.633333
Intréville,28310,28197,48.3,1.933333
Jallans,28200,28198,48.083333,1.383333
Janville,28310,28199,48.2,1.883333
La Chapelle-du-Noyer,28200,28075,48.033333,1.316667
La Ferté-Villeneuil,28220,28150,47.983333,1.35
Langey,28220,28204,48.05,1.183333
Lanneray,28200,28205,48.083333,1.25
Le Gault-Saint-Denis,28800,28176,48.233333,1.483333
Le Gué-de-Longroi,28700,28188,48.5,1.716667
Le Mée,28220,28241,47.983333,1.416667
Le Puiset,28310,28311,48.2,1.866667
Léthuin,28700,28207,48.366667,1.866667
Levainville,28700,28208,48.5,1.733333
Levesville-la-Chenard,28310,28210,48.3,1.833333
Logron,28200,28211,48.15,1.266667
Loigny-la-Bataille,28140,28212,48.116667,1.733333
Louville-la-Chenard,28150,28215,48.316667,1.783333
Lumeau,28140,28221,48.116667,1.783333
Lutz-en-Dunois,28200,28224,48.05,1.416667
Maisons,28700,28230,48.4,1.85
Marboué,28200,28233,48.116667,1.333333
Mérouville,28310,28243,48.3,1.9
Meslay-le-Vidame,28360,28246,48.283333,1.466667
Moinville-la-Jeulin,28700,28255,48.383333,1.7
Moléans,28200,28256,48.116667,1.383333
Mondonville-Saint-Jean,28700,28257,48.366667,1.833333
Montainville,28150,28258,48.266667,1.55
Montboissier,28800,28259,48.216667,1.4
Montharville,28800,28260,48.183333,1.333333
Montigny-le-Gannelon,28220,28262,48.016667,1.233333
Morainville,28700,28268,48.383333,1.833333
Moriers,28800,28270,48.216667,1.433333
Mottereau,28160,28272,48.25,1.183333
Moutiers,28150,28274,48.3,1.783333
Neuvy-en-Beauce,28310,28276,48.266667,1.883333
Neuvy-en-Dunois,28800,28277,48.2,1.533333
Nottonville,28140,28283,48.116667,1.5
Oinville-Saint-Liphard,28310,28284,48.233333,1.916667
Oinville-sous-Auneau,28700,28285,48.466667,1.733333
Orgères-en-Beauce,28140,28287,48.15,1.7
Orlu,28700,28288,48.366667,1.916667
Ouarville,28150,28291,48.35,1.766667
Oysonville,28700,28294,48.4,1.95
Ozoir-le-Breuil,28200,28295,48.016667,1.483333
Péronville,28140,28296,48.05,1.583333
Pézy,28150,28297,48.316667,1.583333
Poinville,28310,28300,48.183333,1.9
Poupry,28140,28303,48.1,1.833333
Prasville,28150,28304,48.283333,1.716667
Pré-Saint-Evroult,28800,28305,48.183333,1.466667
Pré-Saint-Martin,28800,28306,48.216667,1.466667
Roinville,28700,28317,48.45,1.75
Romilly-sur-Aigre,28220,28318,47.983333,1.283333
Rouvray-Saint-Denis,28310,28319,48.266667,1.933333
Rouvray-Saint-Florentin,28150,28320,48.25,1.566667
Saint-Avit-les-Guespières,28120,28326,48.266667,1.266667
Saint-Christophe,28200,28329,48.133333,1.366667
Saint-Denis-les-Ponts,28200,28334,48.066667,1.3
Saint-Hilaire-sur-Yerre,28220,28340,48.033333,1.25
Saint-Léger-des-Aubées,28700,28344,48.416667,1.733333
Saint-Maur-sur-le-Loir,28800,28353,48.15,1.416667
Saint-Pellerin,28290,28356,48.066667,1.15
Sainville,28700,28363,48.416667,1.883333
Sancheville,28800,28364,48.183333,1.566667
Santeuil,28700,28366,48.383333,1.733333
Santilly,28310,28367,48.15,1.866667
Saumeray,28800,28370,48.25,1.316667
Terminiers,28140,28382,48.083333,1.75
Theuville,28360,28383,48.333333,1.6
Thiville,28200,28389,48.016667,1.383333
Tillay-le-Péneux,28140,28390,48.166667,1.766667
Trancrainville,28310,28392,48.233333,1.866667
Trizay-lès-Bonneval,28800,28396,48.2,1.333333
Umpeau,28700,28397,48.466667,1.683333
Unverre,28160,28398,48.2,1.1
Viabon,28150,28406,48.216667,1.716667
Vierville,28700,28408,48.383333,1.916667
Vieuvicq,28120,28409,48.266667,1.216667
Villampuy,28200,28410,48.033333,1.516667
Villars,28150,28411,48.233333,1.55
Villeau,28150,28412,48.233333,1.6
Villeneuve-Saint-Nicolas,28150,28416,48.283333,1.566667
Villiers-Saint-Orien,28800,28418,48.133333,1.483333
Vitray-en-Beauce,28360,28419,48.283333,1.416667
Voise,28700,28421,48.4,1.716667
Voves,28150,28422,48.266667,1.633333
Yèvres,28160,28424,48.2,1.2
Ymonville,28150,28426,48.25,1.75
Bénodet,29950,29006,47.866667,-4.116667
Briec,29510,29020,48.1,-4
Clohars-Fouesnant,29950,29032,47.9,-4.066667
Edern,29510,29048,48.1,-3.983333
Ergué-Gabéric,29500,29051,48,-4.033333
Fouesnant,29170,29058,47.9,-4.016667
Gouesnach,29950,29060,47.916667,-4.116667
La Forêt-Fouesnant,29940,29057,47.916667,-3.983333
Landrévarzec,29510,29106,48.083333,-4.05
Landudal,29510,29107,48.066667,-3.983333
Langolen,29510,29110,48.066667,-3.916667
Pleuven,29170,29161,47.9,-4.033333
Plomelin,29700,29170,47.933333,-4.15
Pluguffan,29700,29216,47.983333,-4.183333
Quimper,29000,29232,48,-4.1
Saint-Evarzec,29170,29247,47.933333,-4.016667
Bohars,29820,29011,48.433333,-4.516667
Brest,29200,29019,48.4,-4.483333
Gouesnou,29850,29061,48.45,-4.466667
Guilers,29820,29069,48.433333,-4.566667
Bourg-Blanc,29860,29015,48.5,-4.5
Brélès,29810,29017,48.483333,-4.716667
Brest,29200,29019,48.4,-4.483333
Coat-Méal,29870,29035,48.5,-4.533333
Guipronvel,29290,29076,48.483333,-4.566667
Kernilis,29260,29093,48.566667,-4.416667
Kersaint-Plabennec,29860,29095,48.466667,-4.366667
Lampaul-Plouarzel,29810,29098,48.45,-4.766667
Lampaul-Ploudalmézeau,29830,29099,48.566667,-4.65
Lanarvily,29260,29100,48.55,-4.383333
Landunvez,29840,29109,48.533333,-4.733333
Lanildut,29840,29112,48.483333,-4.75
Lanrivoaré,29290,29119,48.466667,-3.633333
Le Conquet,29217,29040,48.366667,-4.766667
Le Drennec,29860,29047,48.533333,-4.366667
Loc-Brévalaire,29260,29126,48.55,-4.4
Milizac,29290,29149,48.466667,-4.566667
Plabennec,29860,29160,48.5,-4.433333
Plouarzel,29810,29177,48.433333,-4.733333
Ploudalmézeau,29830,29178,48.533333,-4.65
Plougonvelin,29217,29190,48.35,-4.716667
Plouguin,29830,29196,48.533333,-4.6
Ploumoguer,29810,29201,48.4,-4.716667
Plouvien,29860,29209,48.533333,-4.45
Plouzané,29280,29212,48.383333,-4.616667
Porspoder,29840,29221,48.5,-4.766667
Saint-Renan,29290,29260,48.433333,-4.616667
Trébabu,29217,29282,48.366667,-4.733333
Tréouergat,29290,29299,48.5,-4.6
Botsorhel,29650,29014,48.533333,-3.65
Carantec,29660,29023,48.666667,-3.916667
Cléder,29233,29030,48.666667,-4.1
Commana,29450,29038,48.416667,-3.95
Garlan,29610,29059,48.6,-3.75
Guerlesquin,29650,29067,48.516667,-3.583333
Guiclan,29410,29068,48.55,-3.966667
Guimaëc,29620,29073,48.666667,-3.7
Henvic,29670,29079,48.633333,-3.933333
La Martyre,29800,29144,48.45,-4.166667
Lannéanou,29640,29114,48.483333,-3.666667
Lanneuffret,29400,29116,48.5,-4.2
La Roche-Maurice,29800,29237,48.466667,-4.2
Le Cloître-Saint-Thégonnec,29410,29034,48.483333,-3.8
Le Ponthou,29650,29219,48.566667,-3.633333
Le Tréhou,29450,29294,48.4,-4.133333
Loc-Eguiner-Saint-Thégonnec,29410,29127,48.466667,-3.966667
Locmélar,29400,29131,48.45,-4.066667
Locquénolé,29670,29132,48.616667,-3.866667
Locquirec,29241,29133,48.7,-3.65
Mespaul,29420,29148,48.616667,-4.016667
Morlaix,29600,29151,48.583333,-3.833333
Pleyber-Christ,29410,29163,48.5,-3.866667
Ploudiry,29800,29180,48.45,-4.15
Plouégat-Guerrand,29620,29182,48.616667,-3.666667
Plouégat-Moysan,29650,29183,48.566667,-3.616667
Plouénan,29420,29184,48.633333,-4
Plougasnou,29630,29188,48.7,-3.8
Plougonven,29640,29191,48.516667,-3.716667
Plougoulm,29250,29192,48.666667,-4.05
Plouigneau,29610,29199,48.566667,-3.7
Plounéour-Ménez,29410,29202,48.45,-3.883333
Plouvorn,29420,29210,48.583333,-4.033333
Plouzévédé,29440,29213,48.6,-4.116667
Roscoff,29680,29239,48.733333,-3.983333
Sainte-Sève,29600,29265,48.566667,-3.866667
Saint-Jean-du-Doigt,29630,29251,48.7,-3.766667
Saint-Martin-des-Champs,29600,29254,48.583333,-3.833333
Saint-Pol-de-Léon,29250,29259,48.683333,-3.983333
Saint-Sauveur,29400,29262,48.45,-4
Saint-Thégonnec,29410,29266,48.516667,-3.95
Saint-Vougay,29440,29271,48.6,-4.133333
Santec,29250,29273,48.7,-4.033333
Sibiril,29250,29276,48.666667,-4.066667
Sizun,29450,29277,48.4,-4.083333
Taulé,29670,29279,48.6,-3.9
Tréflaouénan,29440,29285,48.633333,-4.1
Tréflévénez,29800,29286,48.416667,-4.166667
Trézilidé,29440,29301,48.616667,-4.083333
Bodilis,29400,29010,48.533333,-4.116667
Brignogan-Plages,29890,29021,48.666667,-4.316667
Dirinon,29460,29045,48.4,-4.266667
Goulven,29890,29064,48.633333,-4.3
Guimiliau,29400,29074,48.483333,-4
Guipavas,29490,29075,48.433333,-4.4
Guissény,29880,29077,48.633333,-4.416667
Kerlouan,29890,29091,48.65,-4.366667
Kernouës,29260,29094,48.583333,-4.35
La Forest-Landerneau,29800,29056,48.433333,-4.316667
Lampaul-Guimiliau,29400,29097,48.5,-4.033333
Landéda,29870,29101,48.583333,-4.566667
Landerneau,29800,29103,48.45,-4.25
Landivisiau,29400,29105,48.516667,-4.066667
Lanhouarneau,29430,29111,48.583333,-4.2
Lannilis,29870,29117,48.566667,-4.516667
Le Folgoët,29260,29055,48.566667,-4.333333
Le Relecq-Kerhuon,29480,29235,48.4,-4.4
Lesneven,29260,29124,48.566667,-4.316667
Pencran,29800,29156,48.433333,-4.233333
Ploudaniel,29260,29179,48.533333,-4.316667
Plouédern,29800,29181,48.483333,-4.25
Plouescat,29430,29185,48.666667,-4.166667
Plougar,29440,29187,48.566667,-4.15
Plougourvest,29400,29193,48.55,-4.083333
Plouguerneau,29880,29195,48.6,-4.5
Plouider,29260,29198,48.616667,-4.3
Plounéour-Trez,29890,29203,48.65,-4.316667
Plounéventer,29400,29204,48.516667,-4.216667
Plounévez-Lochrist,29430,29206,48.616667,-4.216667
Saint-Derrien,29440,29244,48.55,-4.183333
Saint-Divy,29800,29245,48.45,-4.333333
Saint-Frégant,29260,29248,48.6,-4.383333
Saint-Méen,29260,29255,48.566667,-4.266667
Saint-Servais,29400,29264,48.516667,-4.15
Saint-Thonan,29800,29268,48.483333,-4.333333
Tréflez,29430,29287,48.616667,-4.266667
Trégarantec,29260,29288,48.55,-4.283333
Tréglonou,29870,29290,48.55,-4.533333
Trémaouézan,29800,29295,48.5,-4.25
Argol,29560,29001,48.25,-4.316667
Berrien,29690,29007,48.4,-3.75
Bolazec,29640,29012,48.45,-3.583333
Botmeur,29690,29013,48.383333,-3.916667
Brasparts,29190,29016,48.3,-3.95
Brennilis,29690,29018,48.35,-3.85
Camaret-sur-Mer,29570,29022,48.283333,-4.6
Carhaix-Plouguer,29270,29024,48.283333,-3.583333
Cast,29150,29025,48.166667,-4.133333
Châteaulin,29150,29026,48.2,-4.083333
Châteauneuf-du-Faou,29520,29027,48.183333,-3.816667
Cléden-Poher,29270,29029,48.233333,-3.666667
Collorec,29530,29036,48.283333,-3.783333
Coray,29370,29041,48.066667,-3.833333
Crozon,29160,29042,48.25,-4.483333
Daoulas,29460,29043,48.366667,-4.25
Dinéault,29150,29044,48.216667,-4.166667
Gouézec,29190,29062,48.166667,-3.966667
Hanvec,29460,29078,48.333333,-4.166667
Hôpital-Camfrout,29460,29080,48.333333,-4.233333
Huelgoat,29690,29081,48.366667,-3.75
Irvillac,29460,29086,48.366667,-4.216667
Kergloff,29270,29089,48.266667,-3.633333
Kerlaz,29100,29090,48.083333,-4.266667
La Feuillée,29690,29054,48.4,-3.85
Landeleau,29530,29102,48.233333,-3.733333
Landévennec,29560,29104,48.3,-4.266667
Lannédern,29190,29115,48.3,-3.9
Lanvéoc,29160,29120,48.283333,-4.466667
Laz,29520,29122,48.133333,-3.833333
Le Cloître-Pleyben,29190,29033,48.25,-3.883333
Le Faou,29590,29053,48.3,-4.183333
Lennon,29190,29123,48.2,-3.9
Leuhan,29390,29125,48.1,-3.783333
Locmaria-Berrien,29690,29129,48.35,-3.7
Locronan,29180,29134,48.1,-4.2
Logonna-Daoulas,29460,29137,48.316667,-4.3
Lopérec,29590,29139,48.283333,-4.05
Loperhet,29470,29140,48.383333,-4.3
Loqueffret,29530,29141,48.316667,-3.866667
Motreff,29270,29152,48.2,-3.55
Ouessant,29242,29155,48,46
Pleyben,29190,29162,48.233333,-3.966667
Ploéven,29550,29166,48.15,-4.233333
Plomodiern,29550,29172,48.183333,-4.233333
Plonévez-du-Faou,29530,29175,48.25,-3.833333
Plonévez-Porzay,29550,29176,48.1,-4.216667
Plougastel-Daoulas,29470,29189,48.366667,-4.366667
Plounévézel,29270,29205,48.3,-3.6
Plouyé,29690,29211,48.316667,-3.733333
Port-Launay,29150,29222,48.216667,-4.066667
Poullaouen,29246,29227,48.333333,-3.65
Quéménéven,29180,29229,48.116667,-4.116667
Roscanvel,29570,29238,48.316667,-4.55
Rosnoën,29590,29240,48.266667,-4.2
Saint-Coulitz,29150,29243,48.183333,-4.066667
Saint-Eloy,29460,29246,48.366667,-4.116667
Saint-Goazec,29520,29249,48.166667,-3.783333
Saint-Hernin,29270,29250,48.216667,-3.633333
Saint-Nic,29550,29256,48.2,-4.283333
Saint-Rivoal,29190,29261,48.35,-4
Saint-Ségal,29590,29263,48.233333,-4.066667
Saint-Thois,29520,29267,48.166667,-3.883333
Saint-Urbain,29800,29270,48.4,-4.233333
Scrignac,29640,29275,48.433333,-3.683333
Spézet,29540,29278,48.2,-3.716667
Telgruc-sur-Mer,29560,29280,48.233333,-4.35
Trégarvan,29560,29289,48.25,-4.216667
Trégourez,29970,29291,48.1,-3.866667
Audierne,29770,29003,48.016667,-4.533333
Beuzec-Cap-Sizun,29790,29008,48.083333,-4.516667
Cléden-Cap-Sizun,29770,29028,48.05,-4.65
Combrit,29120,29037,47.883333,-4.15
Confort-Meilars,29790,29145,48.05,-4.433333
Douarnenez,29100,29046,48.1,-4.333333
Esquibien,29770,29052,48.016667,-4.566667
Goulien,29770,29063,48.05,-4.6
Gourlizon,29710,29065,48.016667,-4.266667
Guengat,29180,29066,48.05,-4.2
Guiler-sur-Goyen,29710,29070,48.016667,-4.366667
Ile-Tudy,29980,29085,47.833333,-4.166667
Landudec,29710,29108,48,-4.333333
Le Juch,29100,29087,48.066667,-4.25
Loctudy,29750,29135,47.833333,-4.166667
Mahalon,29790,29143,48.033333,-4.433333
Peumérit,29710,29159,47.933333,-4.3
Plobannalec-Lesconil,29740,29165,47.816667,-4.216667
Plogastel-Saint-Germain,29710,29167,47.983333,-4.266667
Plogoff,29770,29168,48.033333,-4.666667
Plogonnec,29180,29169,48.083333,-4.183333
Plomeur,29120,29171,47.833333,-4.283333
Plonéis,29710,29173,48.016667,-4.216667
Plonéour-Lanvern,29720,29174,47.9,-4.283333
Plovan,29720,29214,47.916667,-4.366667
Plozévet,29710,29215,47.983333,-4.416667
Pont-Croix,29790,29218,48.5,-4.05
Pont-l'Abbé,29120,29220,47.866667,-4.216667
Pouldergat,29100,29224,48.05,-4.333333
Pouldreuzic,29710,29225,47.95,-4.366667
Poullan-sur-Mer,29100,29226,48.083333,-4.416667
Primelin,29770,29228,48.016667,-4.616667
Saint-Jean-Trolimon,29120,29252,47.866667,-4.283333
Treffiagat,29730,29284,47.816667,-4.266667
Tréguennec,29720,29292,47.883333,-4.333333
Tréméoc,29120,29296,47.9,-4.216667
Tréogat,29720,29298,47.916667,-4.316667
Arzano,29300,29002,47.9,-3.433333
Bannalec,29380,29004,47.933333,-3.7
Baye,29300,29005,47.85,-3.6
Clohars-Carnoët,29360,29031,47.8,-3.583333
Concarneau,29900,29039,47.866667,-3.916667
Elliant,29370,29049,48,-3.883333
Guilligomarc'h,29300,29071,47.933333,-3.416667
Le Trévoux,29380,29300,47.9,-3.633333
Locunolé,29310,29136,47.933333,-3.483333
Melgven,29140,29146,47.9,-3.833333
Mellac,29300,29147,47.9,-3.583333
Moëlan-sur-Mer,29350,29150,47.816667,-3.633333
Névez,29920,29153,47.816667,-3.783333
Pont-Aven,29930,29217,47.85,-3.75
Querrien,29310,29230,47.966667,-3.533333
Quimperlé,29300,29233,47.866667,-3.55
Rédené,29300,29234,47.85,-3.466667
Riec-sur-Belon,29340,29236,47.833333,-3.7
Rosporden,29140,29241,47.966667,-3.833333
Saint-Thurien,29380,29269,47.95,-3.633333
Saint-Yvi,29140,29272,47.966667,-3.933333
Scaër,29390,29274,48.033333,-3.7
Tourch,29140,29281,48.033333,-3.833333
Trégunc,29910,29293,47.85,-3.85
Bouillargues,30230,30047,43.8,4.433333
Caissargues,30132,30060,43.8,4.383333
Garons,30128,30125,43.766667,4.416667
Milhaud,30540,30169,43.783333,4.3
Nîmes,30000,30189,43.833333,4.35
Rodilhan,30230,30356,43.833333,4.433333
Aigues-Mortes,30220,30003,43.566667,4.191667
Aimargues,30470,30006,43.683333,4.2
Aubord,30620,30020,43.75,4.316667
Beaucaire,30300,30032,43.8,4.633333
Beauvoisin,30640,30033,43.716667,4.316667
Bellegarde,30127,30034,43.75,4.516667
Bernis,30620,30036,43.766667,4.283333
Bezouce,30320,30039,43.883333,4.483333
Cabrières,30210,30057,43.9,4.466667
Codognan,30920,30083,43.733333,4.233333
Générac,30510,30128,43.733333,4.35
Le Cailar,30740,30059,43.666667,4.233333
Lédenon,30210,30145,43.916667,4.516667
Le Grau-du-Roi,30240,30133,43.533333,4.141667
Manduel,30129,30155,43.816667,4.466667
Marguerittes,30320,30156,43.85,4.45
Mus,30121,30185,43.733333,4.2
Nîmes,30000,30189,43.833333,4.35
Poulx,30320,30206,43.916667,4.416667
Redessan,30129,30211,43.833333,4.5
Saint-Gervasy,30320,30257,43.883333,4.483333
Saint-Gilles,30800,30258,43.683333,4.433333
Saint-Laurent-d'Aigouze,30220,30276,43.633333,4.2
Uchaud,30620,30333,43.75,4.266667
Vallabrègues,30300,30336,43.85,4.633333
Vauvert,30600,30341,43.7,4.283333
Vergèze,30310,30344,43.733333,4.216667
Vestric-et-Candiac,30600,30347,43.733333,4.25
Aigaliers,30700,30001,44.066667,4.316667
Aiguèze,30760,30005,44.3,4.566667
Aramon,30390,30012,43.883333,4.683333
Argilliers,30210,30013,43.983333,4.5
Bagnols-sur-Cèze,30200,30028,44.166667,4.616667
Blauzac,30700,30041,43.966667,4.366667
Carsan,30130,30070,44.233333,4.583333
Castillon-du-Gard,30210,30073,43.966667,4.55
Cavillargues,30330,30076,44.116667,4.516667
Chusclan,30200,30081,44.15,4.683333
Codolet,30200,30084,44.116667,4.7
Collias,30210,30085,43.95,4.483333
Comps,30300,30089,43.85,4.6
Connaux,30330,30092,44.083333,4.6
Cornillon,30630,30096,44.216667,4.483333
Domazan,30390,30103,43.933333,4.65
Estézargues,30390,30107,43.95,4.633333
Flaux,30700,30110,44.016667,4.5
Fournès,30210,30116,43.933333,4.6
Gaujac,30330,30127,44.083333,4.583333
Goudargues,30630,30131,44.216667,4.466667
Issirac,30760,30134,44.283333,4.483333
La Capelle-et-Masmolène,30700,30067,44.05,4.55
La Roque-sur-Cèze,30200,30222,44.2,4.516667
Laudun-l'Ardoise,30290,30141,44.1,4.666667
Le Garn,30760,30124,44.3,4.483333
Le Pin,30330,30196,44.1,4.55
Lirac,30126,30149,44.033333,4.683333
Meynes,30840,30166,43.883333,4.566667
Montaren-et-Saint-Médiers,30700,30174,44.033333,4.383333
Montclus,30630,30175,44.266667,4.433333
Montfaucon,30150,30178,44.083333,4.75
Montfrin,30490,30179,43.883333,4.6
Orsan,30200,30191,44.133333,4.666667
Pont-Saint-Esprit,30130,30202,44.25,4.65
Pouzilhac,30210,30207,44.05,4.583333
Pujaut,30131,30209,44,4.783333
Remoulins,30210,30212,43.933333,4.566667
Rochefort-du-Gard,30650,30217,43.966667,4.683333
Roquemaure,30150,30221,44.05,4.783333
Sabran,30200,30225,44.15,4.55
Saint-Alexandre,30130,30226,44.216667,4.633333
Saint-André-de-Roquepertuis,30630,30230,44.233333,4.45
Saint-Bonnet-du-Gard,30210,30235,43.933333,4.55
Saint-Christol-de-Rodières,30760,30242,44.266667,4.5
Saint-Etienne-des-Sorts,30200,30251,44.183333,4.7
Saint-Geniès-de-Comolas,30150,30254,44.066667,4.733333
Saint-Gervais,30200,30256,44.183333,4.566667
Saint-Hilaire-d'Ozilhan,30210,30260,43.966667,4.583333
Saint-Hippolyte-de-Montaigu,30700,30262,44.033333,4.483333
Saint-Julien-de-Peyrolas,30760,30273,44.283333,4.583333
Saint-Laurent-de-Carnols,30200,30277,44.2,4.533333
Saint-Laurent-des-Arbres,30126,30278,44.05,4.7
Saint-Maximin,30700,30286,44,4.45
Saint-Michel-d'Euzet,30200,30287,44.2,4.533333
Saint-Paulet-de-Caisson,30130,30290,44.266667,4.6
Saint-Paul-les-Fonts,30330,30355,44.083333,4.616667
Saint-Pons-la-Calm,30330,30292,44.1,4.55
Saint-Quentin-la-Poterie,30700,30295,44.05,4.433333
Saint-Siffret,30700,30299,44.016667,4.466667
Saint-Victor-des-Oules,30700,30301,44.05,4.483333
Saint-Victor-la-Coste,30290,30302,44.066667,4.633333
Salazac,30760,30304,44.266667,4.516667
Saze,30650,30315,43.933333,4.683333
Sernhac,30210,30317,43.916667,4.55
Serviers-et-Labaume,30700,30319,44.05,4.35
Tavel,30126,30326,44.016667,4.7
Théziers,30390,30328,43.9,4.616667
Tresques,30330,30331,44.116667,4.583333
Uzès,30700,30334,44.016667,4.416667
Vallabrix,30700,30337,44.066667,4.483333
Valliguières,30210,30340,44,4.583333
Vénéjan,30200,30342,44.2,4.666667
Alès,30100,30007,44.133333,4.083333
Allègre-les-Fumades,30500,30008,44.216667,4.266667
Aubussargues,30190,30021,44.016667,4.333333
Aujac,30450,30022,44.35,4.016667
Barjac,30430,30029,44.3,4.35
Baron,30700,30030,44.033333,4.283333
Belvézet,30580,30035,44.083333,4.366667
Bessèges,30160,30037,44.283333,4.1
Bordezac,30160,30045,44.316667,4.033333
Bouquet,30580,30048,44.166667,4.283333
Bourdic,30190,30049,43.983333,4.333333
Branoux-les-Taillades,30110,30051,44.216667,3.983333
Brignon,30190,30053,43.983333,4.216667
Brouzet-lès-Alès,30580,30055,44.133333,4.25
Chambon,30450,30079,44.3,4
Chamborigaud,30530,30080,44.3,3.983333
Collorgues,30190,30086,44,4.3
Concoules,30450,30090,44.383333,3.95
Courry,30500,30097,44.3,4.15
Cruviers-Lascours,30360,30100,44,4.216667
Deaux,30360,30101,44.083333,4.15
Dions,30190,30102,43.933333,4.316667
Euzet,30360,30109,44.066667,4.233333
Foissac,30700,30111,44.033333,4.316667
